feature1,feature2,feature3,feature4,label
172,18,57,158,1
248,99,177,165,0
10,195,220,37,1
254,2,9,174,0
192,168,151,17,1
56,64,223,136,0
192,168,46,64,1
136,249,199,89,0
172,28,226,45,1
205,195,76,93,0
172,30,237,6,1
122,119,157,231,0
172,20,151,71,1
81,56,152,213,0
172,19,52,8,1
27,235,193,25,0
10,149,81,100,1
220,155,104,65,0
172,30,196,193,1
106,203,5,128,0
172,25,168,89,1
131,45,244,163,0
192,168,15,39,1
12,46,34,124,0
172,24,134,39,1
125,9,165,8,0
192,168,252,131,1
88,66,212,250,0
172,29,146,53,1
106,235,64,130,0
10,155,189,70,1
233,86,170,169,0
172,25,162,95,1
253,133,216,25,0
172,17,161,105,1
117,159,54,179,0
10,61,105,209,1
20,82,157,228,0
172,29,103,29,1
43,46,34,112,0
10,99,50,147,1
167,53,195,69,0
172,26,155,47,1
39,197,62,194,0
172,31,72,192,1
121,10,87,116,0
192,168,139,206,1
129,145,238,170,0
192,168,204,93,1
169,113,154,92,0
192,168,16,63,1
17,118,41,121,0
192,168,254,215,1
101,62,48,197,0
10,243,239,170,1
252,41,210,114,0
192,168,41,222,1
221,70,148,15,0
192,168,23,239,1
137,98,132,82,0
172,17,183,25,1
85,23,122,226,0
10,206,135,249,1
240,139,161,39,0
10,128,64,191,1
55,106,91,75,0
10,184,114,216,1
96,63,19,104,0
172,20,148,68,1
130,149,196,108,0
192,168,254,14,1
232,65,191,106,0
172,19,168,191,1
58,157,121,223,0
192,168,16,250,1
229,135,61,54,0
192,168,126,40,1
46,18,208,93,0
10,24,16,171,1
179,16,214,148,0
192,168,39,84,1
209,250,34,164,0
10,52,156,99,1
175,149,242,165,0
172,20,189,34,1
165,58,117,136,0
10,29,109,109,1
86,8,148,68,0
10,81,33,71,1
158,124,131,195,0
10,186,159,207,1
58,239,25,141,0
192,168,201,187,1
163,196,124,50,0
10,189,25,246,1
121,160,116,79,0
172,28,91,235,1
238,226,150,57,0
172,17,211,69,1
239,99,43,79,0
192,168,79,145,1
86,89,195,148,0
10,248,210,91,1
63,200,32,102,0
192,168,156,81,1
191,44,172,142,0
10,247,98,45,1
121,242,145,4,0
192,168,177,48,1
244,126,155,245,0
10,50,213,48,1
78,29,198,92,0
192,168,185,212,1
186,29,108,44,0
172,17,78,66,1
247,13,21,230,0
10,204,109,255,1
7,170,228,38,0
10,226,76,254,1
213,78,80,169,0
172,20,11,149,1
211,110,207,99,0
192,168,51,211,1
98,87,207,179,0
192,168,234,76,1
203,96,72,88,0
10,204,203,250,1
91,46,234,4,0
172,24,217,204,1
98,38,210,8,0
10,84,3,111,1
114,102,74,221,0
10,194,182,149,1
165,99,48,121,0
172,18,238,240,1
201,87,221,32,0
10,168,71,250,1
199,16,133,181,0
192,168,146,159,1
222,212,123,218,0
172,17,204,226,1
95,116,205,186,0
192,168,246,244,1
124,128,90,76,0
10,214,166,77,1
44,81,152,92,0
192,168,182,43,1
220,36,211,223,0
172,22,147,160,1
255,69,190,12,0
172,25,214,196,1
78,36,160,112,0
192,168,24,253,1
223,188,228,74,0
172,16,131,161,1
110,109,91,0,0
10,154,54,81,1
89,8,118,151,0
10,215,249,17,1
47,240,76,196,0
172,29,233,167,1
148,249,103,15,0
192,168,193,131,1
31,247,58,242,0
192,168,36,169,1
187,146,19,234,0
10,18,101,82,1
210,69,150,217,0
172,18,69,66,1
38,231,137,116,0
172,30,244,115,1
157,146,130,154,0
192,168,27,1,1
221,135,205,157,0
10,218,154,29,1
203,251,75,110,0
10,232,12,14,1
43,163,36,141,0
172,28,52,182,1
117,213,138,32,0
192,168,156,71,1
8,82,25,79,0
192,168,20,140,1
187,55,18,169,0
192,168,21,146,1
152,8,78,105,0
192,168,14,29,1
186,191,163,234,0
172,27,194,199,1
181,174,94,246,0
10,127,7,74,1
28,107,146,210,0
10,219,90,247,1
23,138,31,84,0
192,168,121,85,1
199,41,180,41,0
192,168,82,253,1
159,13,197,87,0
10,183,47,207,1
178,47,236,17,0
10,218,100,97,1
55,7,18,35,0
10,164,231,117,1
95,19,39,26,0
10,67,133,129,1
183,94,28,213,0
192,168,20,140,1
3,138,155,168,0
192,168,232,128,1
222,80,163,231,0
10,54,72,131,1
26,72,39,165,0
172,31,213,215,1
186,62,162,25,0
172,19,17,68,1
115,145,251,133,0
192,168,223,177,1
108,43,213,173,0
172,29,147,203,1
3,130,202,27,0
10,177,30,243,1
95,86,111,59,0
172,17,216,246,1
214,201,115,169,0
10,9,210,243,1
68,9,146,99,0
192,168,62,245,1
51,120,50,106,0
172,24,188,203,1
81,7,214,8,0
192,168,54,250,1
164,235,33,40,0
192,168,193,83,1
166,224,58,94,0
172,16,55,100,1
198,224,71,146,0
10,209,76,58,1
29,174,16,68,0
192,168,129,105,1
77,137,254,49,0
172,30,13,135,1
178,250,175,134,0
192,168,65,235,1
33,150,74,189,0
192,168,243,170,1
139,239,203,214,0
172,25,93,66,1
147,130,115,5,0
192,168,216,84,1
102,100,3,110,0
10,152,140,160,1
104,25,190,27,0
172,21,53,255,1
86,106,24,250,0
192,168,42,187,1
77,253,63,195,0
172,23,74,57,1
43,154,141,81,0
10,239,38,88,1
7,195,227,44,0
172,28,154,145,1
196,188,160,61,0
10,248,170,253,1
110,175,152,234,0
192,168,73,232,1
38,203,126,6,0
192,168,20,186,1
242,76,20,88,0
192,168,166,168,1
38,13,63,199,0
192,168,22,53,1
187,174,111,202,0
10,116,253,46,1
163,200,92,194,0
172,25,7,57,1
82,164,127,151,0
172,16,50,139,1
119,96,133,137,0
172,20,4,242,1
208,76,132,197,0
10,14,138,174,1
176,132,108,182,0
172,25,23,147,1
57,173,88,100,0
172,20,235,95,1
27,200,98,57,0
172,28,153,207,1
212,5,97,70,0
192,168,37,143,1
158,31,79,38,0
10,230,13,172,1
108,210,226,156,0
192,168,55,168,1
33,101,106,182,0
172,28,208,91,1
63,219,75,218,0
10,226,69,12,1
37,252,56,61,0
192,168,232,199,1
70,184,100,227,0
10,38,238,52,1
122,134,141,117,0
10,81,31,76,1
31,13,0,187,0
10,250,49,114,1
36,41,112,140,0
10,14,99,15,1
91,168,107,200,0
172,23,80,195,1
130,50,163,251,0
10,37,97,110,1
239,77,68,206,0
10,205,175,69,1
99,146,161,170,0
192,168,240,121,1
147,131,250,197,0
10,26,174,150,1
158,183,140,9,0
172,27,11,215,1
184,181,113,198,0
192,168,171,16,1
160,157,37,59,0
192,168,177,197,1
97,227,63,216,0
172,24,210,60,1
166,247,26,191,0
10,239,35,247,1
73,240,7,114,0
10,226,175,164,1
128,162,114,73,0
192,168,83,113,1
230,247,73,95,0
192,168,135,242,1
1,53,215,117,0
192,168,253,250,1
140,217,159,249,0
10,74,122,181,1
7,160,129,108,0
172,27,20,23,1
251,33,134,184,0
10,13,155,205,1
173,143,236,174,0
172,22,245,140,1
74,156,33,100,0
10,150,241,160,1
142,88,4,6,0
192,168,98,173,1
148,214,77,99,0
10,137,235,114,1
228,132,122,123,0
172,16,81,227,1
38,119,75,210,0
192,168,63,83,1
30,226,133,83,0
10,121,145,115,1
219,145,246,59,0
10,172,169,211,1
28,206,161,230,0
192,168,164,11,1
6,119,227,214,0
172,27,231,154,1
254,126,131,245,0
192,168,219,133,1
174,172,238,34,0
192,168,101,33,1
247,3,216,146,0
192,168,171,195,1
135,173,30,155,0
192,168,116,143,1
129,173,111,122,0
10,65,145,244,1
183,49,37,233,0
10,218,203,122,1
66,78,227,129,0
192,168,249,159,1
255,241,226,28,0
172,20,176,93,1
254,244,207,141,0
10,9,42,7,1
90,10,219,89,0
172,27,99,228,1
170,38,234,188,0
10,232,41,195,1
141,152,72,90,0
10,213,189,28,1
198,230,59,242,0
10,138,14,102,1
179,22,116,191,0
172,24,229,88,1
40,36,99,247,0
192,168,95,8,1
185,248,168,179,0
172,20,61,65,1
44,49,252,212,0
10,223,255,76,1
224,81,85,32,0
172,31,227,15,1
184,191,109,23,0
10,181,124,14,1
196,22,250,222,0
192,168,90,81,1
250,183,172,249,0
10,104,226,63,1
29,238,136,65,0
192,168,250,83,1
236,96,229,128,0
10,196,33,102,1
127,240,239,56,0
10,139,76,62,1
162,167,150,78,0
192,168,252,163,1
132,201,148,116,0
172,23,31,75,1
160,10,6,223,0
10,147,243,219,1
140,57,166,185,0
192,168,112,224,1
99,114,119,223,0
172,23,31,122,1
83,205,75,54,0
172,16,23,247,1
244,154,139,89,0
192,168,233,186,1
81,92,44,145,0
10,16,187,187,1
151,113,44,242,0
192,168,50,152,1
211,2,134,10,0
172,27,183,42,1
49,197,149,174,0
192,168,96,133,1
208,18,164,228,0
172,17,252,110,1
88,230,53,209,0
10,203,97,63,1
166,31,63,137,0
10,228,252,84,1
242,236,72,109,0
172,23,173,239,1
35,215,90,116,0
192,168,115,42,1
170,231,226,194,0
192,168,45,58,1
61,3,65,190,0
10,189,90,222,1
59,32,53,189,0
10,133,104,236,1
193,235,40,254,0
172,25,197,104,1
87,39,185,166,0
192,168,24,119,1
201,5,169,229,0
172,28,201,31,1
108,6,171,67,0
192,168,0,184,1
125,136,249,199,0
192,168,84,214,1
206,133,8,10,0
172,18,187,92,1
131,247,145,199,0
10,101,118,211,1
144,11,207,220,0
172,30,9,110,1
183,89,104,115,0
172,23,33,61,1
207,3,77,84,0
10,196,4,186,1
251,249,19,35,0
10,20,40,216,1
84,57,195,79,0
10,18,172,160,1
109,204,167,127,0
192,168,217,198,1
152,131,117,60,0
10,130,220,4,1
88,67,160,101,0
172,28,104,50,1
209,177,140,149,0
192,168,175,90,1
113,73,81,25,0
10,179,248,23,1
29,136,181,253,0
172,22,123,46,1
183,66,95,196,0
172,28,16,23,1
54,122,36,11,0
10,190,147,89,1
83,188,223,88,0
192,168,108,100,1
133,211,143,232,0
192,168,162,53,1
245,141,40,200,0
172,18,112,205,1
193,183,11,217,0
10,187,158,61,1
225,84,128,45,0
172,19,190,206,1
71,202,37,30,0
172,21,110,82,1
191,214,222,35,0
10,60,211,126,1
80,40,232,92,0
172,18,191,155,1
116,22,248,153,0
10,130,197,104,1
251,115,177,156,0
192,168,188,247,1
178,173,158,48,0
192,168,123,93,1
44,252,112,40,0
10,195,101,33,1
197,116,133,210,0
172,23,250,250,1
128,101,144,69,0
10,88,113,135,1
166,235,159,236,0
192,168,136,138,1
74,87,5,72,0
172,31,236,35,1
180,137,147,0,0
10,175,183,68,1
87,145,244,16,0
172,27,165,161,1
199,65,161,170,0
192,168,124,95,1
8,224,55,182,0
192,168,83,119,1
114,216,102,136,0
10,14,210,171,1
97,249,51,230,0
172,24,0,9,1
100,80,175,127,0
172,24,237,104,1
166,65,15,60,0
10,116,189,6,1
5,252,203,9,0
10,12,180,79,1
32,73,141,84,0
10,9,60,162,1
43,67,98,103,0
172,28,176,215,1
137,51,71,252,0
10,110,21,30,1
61,22,220,83,0
172,23,129,238,1
66,238,39,203,0
172,19,136,18,1
138,140,194,62,0
192,168,59,182,1
239,146,86,214,0
192,168,235,54,1
211,32,103,94,0
10,246,40,138,1
179,174,72,205,0
192,168,54,46,1
50,245,137,31,0
192,168,135,240,1
252,216,147,111,0
192,168,185,171,1
104,183,25,216,0
172,25,154,18,1
40,110,3,249,0
172,29,183,158,1
239,44,143,22,0
192,168,1,165,1
157,244,104,52,0
192,168,70,107,1
60,232,122,120,0
172,20,237,160,1
109,55,30,46,0
10,231,219,41,1
31,153,210,222,0
172,23,56,176,1
105,252,189,59,0
10,58,250,106,1
165,69,220,121,0
192,168,189,48,1
68,248,142,93,0
10,113,131,95,1
151,68,217,86,0
192,168,158,51,1
174,101,39,106,0
172,26,211,105,1
250,238,135,12,0
172,26,30,133,1
124,196,42,3,0
192,168,250,90,1
129,167,90,2,0
172,26,241,89,1
81,159,229,137,0
192,168,37,98,1
212,181,58,223,0
192,168,178,142,1
187,46,216,54,0
172,18,141,200,1
142,34,91,66,0
10,208,174,164,1
104,255,110,23,0
172,21,44,51,1
94,253,63,95,0
192,168,178,22,1
200,117,22,225,0
192,168,117,78,1
38,10,55,67,0
10,250,212,24,1
110,33,78,22,0
10,170,104,164,1
186,97,157,201,0
192,168,49,209,1
187,134,144,191,0
172,22,59,91,1
84,24,70,142,0
172,21,246,215,1
148,37,197,153,0
172,22,109,130,1
66,184,143,35,0
172,26,200,203,1
194,133,9,252,0
10,158,61,166,1
177,138,4,144,0
172,24,223,21,1
22,135,77,59,0
10,10,62,12,1
60,197,161,148,0
172,19,38,56,1
203,33,142,214,0
192,168,39,6,1
38,71,176,231,0
172,17,167,62,1
1,159,195,130,0
192,168,14,52,1
99,246,122,224,0
172,27,102,234,1
75,80,232,113,0
172,26,202,48,1
86,103,247,150,0
172,17,78,41,1
94,25,226,95,0
10,177,148,217,1
217,146,134,133,0
172,16,0,70,1
123,83,205,39,0
10,129,61,221,1
220,253,35,90,0
10,10,41,164,1
72,13,211,220,0
172,28,188,229,1
167,175,216,149,0
192,168,240,122,1
70,135,94,198,0
172,17,74,52,1
231,224,142,194,0
192,168,255,224,1
125,130,107,167,0
172,17,76,120,1
43,146,125,144,0
192,168,183,51,1
229,173,216,17,0
10,171,10,130,1
193,163,200,45,0
172,18,44,180,1
150,93,163,18,0
10,132,120,250,1
63,143,235,8,0
10,201,103,201,1
171,148,124,203,0
10,184,23,246,1
167,202,226,128,0
10,122,114,1,1
196,56,170,191,0
192,168,175,219,1
115,212,59,88,0
10,60,158,17,1
47,114,186,187,0
172,19,229,32,1
2,100,183,34,0
10,220,40,135,1
179,123,160,254,0
192,168,214,239,1
69,71,168,161,0
10,220,204,188,1
241,124,156,229,0
10,82,189,50,1
67,250,149,139,0
10,62,67,226,1
49,53,186,204,0
10,100,122,147,1
162,151,161,77,0
172,19,116,168,1
252,78,222,235,0
172,22,48,53,1
97,217,120,173,0
10,86,62,79,1
132,119,25,94,0
10,138,81,10,1
232,100,115,219,0
192,168,61,116,1
243,122,122,80,0
172,28,13,249,1
252,24,212,229,0
172,16,166,146,1
189,17,0,255,0
172,17,77,12,1
41,243,185,199,0
172,20,243,30,1
154,221,197,179,0
192,168,159,61,1
129,229,97,103,0
10,39,176,1,1
201,16,126,26,0
10,69,199,85,1
14,126,126,171,0
172,16,40,89,1
101,238,83,114,0
10,226,198,42,1
139,205,20,165,0
172,19,182,109,1
166,173,10,76,0
192,168,223,100,1
244,22,21,234,0
192,168,89,136,1
158,180,147,235,0
192,168,150,210,1
58,234,81,168,0
10,11,137,100,1
134,250,140,100,0
192,168,192,223,1
171,14,38,224,0
10,238,186,104,1
109,99,193,176,0
172,19,112,16,1
241,98,20,129,0
192,168,206,107,1
134,21,165,101,0
192,168,159,232,1
104,217,103,135,0
10,187,45,232,1
226,254,101,157,0
172,22,190,73,1
202,102,212,41,0
192,168,202,133,1
55,252,223,74,0
10,145,99,143,1
116,224,111,216,0
10,167,172,40,1
69,136,247,53,0
10,203,58,134,1
223,54,184,110,0
10,214,19,171,1
171,200,113,121,0
172,30,195,170,1
181,157,78,254,0
192,168,170,55,1
18,145,12,4,0
192,168,77,143,1
96,151,110,141,0
172,31,53,127,1
136,169,215,47,0
10,141,26,88,1
252,60,253,157,0
192,168,28,136,1
229,117,109,173,0
192,168,125,19,1
60,89,221,127,0
10,189,38,19,1
46,65,160,36,0
10,108,52,244,1
27,224,10,42,0
10,163,134,212,1
114,15,61,137,0
10,31,203,56,1
14,110,44,175,0
192,168,211,49,1
137,60,208,4,0
172,16,75,67,1
150,183,141,69,0
10,4,164,66,1
249,146,104,242,0
10,34,175,43,1
26,160,172,220,0
172,17,113,135,1
59,68,239,118,0
172,19,135,38,1
48,204,123,199,0
192,168,146,252,1
6,195,1,241,0
172,17,219,239,1
181,186,83,144,0
192,168,159,200,1
136,208,190,48,0
192,168,188,83,1
219,115,108,110,0
172,30,87,136,1
135,146,81,62,0
10,156,117,189,1
76,16,229,6,0
10,36,97,150,1
171,154,191,241,0
172,26,87,97,1
39,181,78,210,0
172,22,159,206,1
98,182,19,177,0
192,168,100,43,1
33,227,112,146,0
10,48,102,115,1
228,148,100,28,0
192,168,250,242,1
243,170,25,245,0
192,168,239,189,1
242,73,68,181,0
172,22,141,110,1
122,29,221,154,0
192,168,112,121,1
2,252,186,79,0
172,16,87,221,1
218,225,143,88,0
192,168,251,89,1
61,24,210,34,0
10,8,250,170,1
223,18,124,182,0
192,168,150,34,1
59,147,126,208,0
10,4,185,227,1
212,32,94,150,0
10,119,80,105,1
142,65,122,130,0
172,25,117,169,1
101,47,163,118,0
192,168,236,186,1
76,76,7,109,0
10,77,54,129,1
121,225,68,20,0
172,30,150,117,1
225,31,165,84,0
192,168,245,99,1
24,35,208,99,0
192,168,52,54,1
208,96,199,145,0
192,168,226,220,1
57,39,255,186,0
172,28,65,122,1
13,174,170,36,0
192,168,64,62,1
22,149,209,53,0
192,168,66,196,1
128,3,200,216,0
192,168,110,145,1
165,101,186,250,0
192,168,75,133,1
206,207,44,102,0
192,168,131,255,1
178,157,253,238,0
172,19,225,252,1
80,91,181,23,0
10,29,227,251,1
70,70,140,251,0
192,168,138,130,1
217,103,251,47,0
172,20,133,168,1
101,96,231,136,0
192,168,96,3,1
191,95,252,171,0
172,21,89,212,1
166,22,121,132,0
172,16,190,136,1
103,191,33,153,0
192,168,168,14,1
156,200,170,88,0
192,168,108,107,1
239,75,26,253,0
10,166,120,15,1
225,80,94,215,0
192,168,111,31,1
206,127,146,59,0
10,227,242,133,1
66,234,126,144,0
192,168,190,115,1
81,172,56,89,0
10,252,61,110,1
66,168,33,15,0
10,121,182,216,1
231,19,129,81,0
172,24,146,170,1
167,216,204,222,0
172,30,108,60,1
151,68,197,117,0
10,48,12,111,1
5,130,37,69,0
10,218,117,198,1
132,253,78,83,0
172,30,215,246,1
137,142,209,228,0
10,166,105,191,1
108,156,199,76,0
172,22,199,53,1
232,88,133,130,0
10,205,104,226,1
214,157,122,33,0
192,168,244,142,1
228,61,66,184,0
172,27,26,104,1
58,92,214,140,0
10,118,183,96,1
220,181,114,87,0
10,241,171,57,1
229,15,159,0,0
192,168,34,35,1
31,162,218,94,0
172,30,153,187,1
226,163,165,33,0
172,23,86,155,1
194,165,15,197,0
172,23,252,108,1
114,216,0,210,0
10,155,130,99,1
158,130,103,201,0
10,99,152,199,1
95,55,36,229,0
10,96,76,124,1
15,200,76,51,0
192,168,36,147,1
81,165,251,23,0
192,168,124,49,1
186,27,76,54,0
10,179,4,153,1
183,118,111,247,0
172,29,139,118,1
246,219,94,224,0
192,168,187,66,1
150,229,251,22,0
172,23,141,207,1
129,16,195,104,0
192,168,186,59,1
230,106,90,157,0
10,139,162,56,1
230,162,69,21,0
172,28,102,156,1
130,131,92,75,0
192,168,46,156,1
229,109,224,211,0
192,168,204,241,1
75,222,167,42,0
10,180,185,14,1
55,91,224,238,0
192,168,10,59,1
71,249,18,138,0
192,168,92,181,1
147,107,196,161,0
192,168,11,238,1
50,234,87,151,0
10,33,86,221,1
166,242,28,192,0
172,25,146,173,1
83,112,132,245,0
10,253,243,83,1
212,110,223,201,0
10,190,187,181,1
241,143,32,75,0
172,18,77,133,1
208,60,79,20,0
192,168,210,148,1
26,45,219,22,0
10,38,56,88,1
36,121,176,253,0
192,168,124,86,1
234,90,247,182,0
172,23,51,201,1
185,110,94,12,0
10,136,35,83,1
187,51,225,45,0
10,96,71,82,1
184,246,255,154,0
192,168,254,208,1
45,138,211,102,0
172,29,99,227,1
66,131,177,142,0
172,27,246,66,1
252,54,77,175,0
10,35,8,185,1
19,49,91,174,0
192,168,137,138,1
18,198,19,241,0
10,133,253,249,1
163,89,138,125,0
172,24,1,191,1
163,125,177,176,0
10,195,3,116,1
131,154,114,242,0
192,168,161,118,1
145,203,250,157,0
192,168,156,127,1
84,125,93,199,0
10,122,154,45,1
240,61,119,26,0
192,168,85,70,1
61,230,114,48,0
10,58,177,11,1
226,200,94,8,0
10,188,182,29,1
161,201,240,18,0
192,168,63,86,1
138,117,126,100,0
10,242,42,120,1
153,27,64,58,0
192,168,97,107,1
171,22,26,62,0
172,26,188,23,1
211,101,204,229,0
172,16,179,135,1
29,221,78,166,0
192,168,31,200,1
31,216,18,61,0
10,109,112,167,1
106,38,2,13,0
192,168,250,76,1
72,70,171,61,0
10,180,186,217,1
248,88,145,42,0
10,7,196,141,1
204,161,129,231,0
192,168,10,98,1
136,216,234,9,0
172,26,38,164,1
198,219,212,106,0
172,31,87,135,1
232,79,5,129,0
192,168,32,227,1
167,37,199,133,0
192,168,228,96,1
41,66,56,76,0
10,101,94,156,1
122,124,210,177,0
10,250,93,148,1
186,92,3,121,0
172,18,56,172,1
135,215,173,104,0
10,105,21,2,1
203,175,166,47,0
10,197,31,224,1
205,111,249,114,0
192,168,178,51,1
164,228,10,78,0
192,168,211,99,1
204,62,202,84,0
10,141,176,230,1
204,83,82,32,0
172,18,66,76,1
208,134,126,155,0
172,16,4,205,1
201,176,209,244,0
192,168,55,115,1
162,104,222,100,0
192,168,162,97,1
36,30,219,244,0
192,168,64,83,1
8,23,40,247,0
10,172,140,47,1
234,172,219,164,0
192,168,89,192,1
103,122,38,135,0
192,168,166,123,1
137,236,60,112,0
192,168,175,190,1
211,248,38,210,0
10,185,113,108,1
46,76,104,89,0
172,26,245,133,1
138,93,129,220,0
192,168,1,172,1
169,70,15,149,0
172,16,198,221,1
191,220,194,247,0
172,23,178,13,1
85,15,120,178,0
172,21,203,167,1
127,67,116,224,0
10,74,14,90,1
91,192,142,185,0
192,168,155,99,1
82,201,104,8,0
172,28,167,101,1
59,16,96,199,0
10,135,132,51,1
124,135,16,107,0
10,6,47,9,1
0,5,167,202,0
10,186,192,21,1
117,200,45,130,0
192,168,201,70,1
196,136,133,70,0
10,142,172,223,1
211,128,235,187,0
192,168,200,183,1
182,22,1,164,0
172,22,93,82,1
251,124,74,190,0
172,16,189,28,1
188,45,76,50,0
192,168,87,47,1
255,93,39,218,0
172,18,112,158,1
216,52,66,85,0
172,19,192,177,1
142,158,27,239,0
192,168,191,226,1
144,206,130,118,0
172,23,30,208,1
91,201,117,92,0
172,19,103,70,1
57,115,208,195,0
172,21,66,99,1
252,36,10,149,0
172,31,3,208,1
117,201,22,173,0
10,195,233,215,1
235,157,243,224,0
192,168,129,197,1
99,166,77,149,0
172,19,133,88,1
243,221,30,87,0
192,168,242,16,1
148,91,111,216,0
172,16,248,156,1
47,63,224,226,0
172,16,58,83,1
221,184,154,125,0
172,26,250,115,1
53,182,2,107,0
172,19,185,177,1
242,76,179,183,0
172,16,155,183,1
103,111,75,163,0
172,28,5,225,1
1,39,13,181,0
10,168,141,22,1
204,233,27,200,0
10,124,211,112,1
228,102,243,33,0
10,130,130,198,1
153,135,137,132,0
10,61,172,12,1
5,2,81,247,0
10,6,15,213,1
177,154,63,238,0
172,21,252,179,1
125,9,41,226,0
172,28,239,125,1
231,4,87,174,0
192,168,145,235,1
19,76,160,128,0
192,168,82,201,1
19,8,204,36,0
172,27,231,9,1
75,21,117,151,0
192,168,23,78,1
19,169,127,239,0
10,209,178,87,1
229,217,192,134,0
10,53,121,62,1
154,104,125,59,0
172,22,8,2,1
245,124,227,250,0
172,21,141,99,1
78,6,198,159,0
192,168,84,245,1
6,110,208,113,0
10,106,146,154,1
163,198,183,50,0
172,27,47,188,1
121,11,211,27,0
10,197,77,45,1
166,42,43,245,0
172,20,180,0,1
72,138,25,97,0
192,168,227,80,1
128,237,132,215,0
192,168,13,36,1
0,159,121,153,0
10,32,235,166,1
228,19,171,34,0
192,168,152,81,1
252,76,235,162,0
172,18,155,86,1
128,142,236,142,0
10,115,159,176,1
255,214,97,79,0
192,168,120,124,1
148,254,177,38,0
10,105,62,65,1
155,252,81,169,0
192,168,196,23,1
33,206,42,206,0
172,16,30,92,1
178,197,182,171,0
192,168,184,198,1
9,241,230,241,0
172,16,172,127,1
34,137,221,24,0
192,168,111,193,1
42,212,153,20,0
172,17,120,54,1
70,213,203,9,0
10,4,193,19,1
148,17,52,53,0
10,170,221,185,1
30,31,124,89,0
10,24,191,118,1
116,242,116,239,0
192,168,176,138,1
0,48,62,149,0
192,168,49,26,1
176,84,139,119,0
172,28,167,239,1
183,7,46,30,0
172,26,44,192,1
83,249,140,213,0
172,31,97,212,1
120,162,90,125,0
192,168,168,211,1
17,13,225,116,0
192,168,196,21,1
240,46,138,89,0
172,30,226,215,1
131,3,72,248,0
172,30,244,1,1
171,124,146,9,0
10,22,23,111,1
57,109,26,42,0
172,25,72,51,1
163,134,200,76,0
10,52,72,191,1
128,94,44,250,0
192,168,209,98,1
11,202,22,96,0
172,20,143,19,1
86,65,51,89,0
10,52,146,38,1
32,178,246,113,0
10,207,138,197,1
65,251,168,203,0
10,1,155,244,1
137,75,117,62,0
10,125,173,166,1
209,192,244,119,0
192,168,83,244,1
132,127,221,125,0
192,168,32,225,1
16,235,120,240,0
10,137,171,40,1
92,178,34,60,0
10,24,83,18,1
105,218,149,19,0
172,31,233,197,1
135,53,172,245,0
192,168,66,100,1
60,69,67,17,0
10,46,3,2,1
220,82,248,143,0
10,88,182,139,1
14,68,165,11,0
192,168,187,65,1
15,215,131,176,0
192,168,173,168,1
162,207,208,70,0
172,30,86,31,1
104,164,61,130,0
10,131,58,164,1
46,26,170,51,0
192,168,63,154,1
254,0,198,62,0
10,21,186,224,1
81,115,125,102,0
172,20,17,121,1
92,91,240,1,0
192,168,253,114,1
109,91,224,63,0
10,199,56,3,1
106,193,253,71,0
10,228,22,54,1
92,1,187,178,0
172,17,131,215,1
137,134,41,37,0
10,181,240,69,1
184,46,13,224,0
172,25,61,108,1
166,232,196,140,0
10,241,59,143,1
166,38,243,124,0
192,168,239,132,1
57,81,97,48,0
192,168,26,220,1
64,206,102,46,0
192,168,215,33,1
126,192,19,85,0
172,29,203,50,1
48,68,128,195,0
10,217,153,133,1
97,166,17,69,0
172,22,211,160,1
58,99,217,126,0
10,74,58,115,1
38,163,62,0,0
10,188,47,184,1
88,95,239,236,0
192,168,164,185,1
193,240,246,61,0
172,22,113,219,1
251,238,123,105,0
172,18,44,110,1
254,129,243,196,0
10,207,53,50,1
98,81,201,122,0
192,168,183,70,1
185,174,137,121,0
10,115,150,178,1
185,245,26,64,0
10,90,224,104,1
97,135,244,254,0
192,168,41,170,1
140,226,244,19,0
10,170,149,108,1
110,143,155,112,0
10,207,101,92,1
68,147,236,148,0
172,19,28,173,1
137,188,114,91,0
172,26,250,123,1
166,198,89,231,0
172,18,169,31,1
175,128,223,180,0
192,168,46,253,1
180,14,203,152,0
10,28,99,122,1
235,192,14,61,0
10,215,62,107,1
37,152,83,251,0
10,178,249,118,1
195,107,123,55,0
172,20,247,37,1
126,73,240,164,0
192,168,232,214,1
95,251,174,250,0
10,126,127,32,1
66,239,194,203,0
192,168,138,143,1
205,15,126,158,0
10,205,82,145,1
50,252,115,123,0
172,26,7,245,1
233,252,46,107,0
172,23,228,56,1
112,175,186,149,0
10,26,118,54,1
34,151,125,12,0
10,67,65,116,1
216,100,185,83,0
10,30,208,85,1
220,32,94,77,0
172,17,154,29,1
72,162,104,118,0
10,240,73,14,1
125,41,4,216,0
10,140,224,43,1
25,40,23,235,0
172,30,145,45,1
164,21,116,118,0
192,168,176,128,1
5,151,92,93,0
192,168,248,137,1
57,21,125,83,0
172,31,174,178,1
215,51,23,98,0
172,20,202,241,1
245,208,131,197,0
192,168,88,148,1
9,225,70,147,0
172,31,67,227,1
36,24,217,62,0
10,239,19,57,1
39,88,44,63,0
172,20,151,226,1
37,149,64,38,0
192,168,64,35,1
77,213,189,95,0
192,168,233,81,1
89,20,226,107,0
10,85,132,91,1
158,247,255,169,0
172,19,115,171,1
112,122,176,210,0
10,146,202,30,1
0,203,153,214,0
172,18,69,68,1
249,182,237,190,0
172,25,103,31,1
94,40,175,170,0
10,183,138,195,1
129,34,94,166,0
